ra,dec,gal_l,gal_b,h_mag,shmag,h_2mass,k_2mass,j_2mass,p,sp,pa_deg,gpa_deg,spa,q,sq,u,su,nhwp,uf
288.614855,11.420119,45.702065,0.160743,9.62332,0.00070,9.682,9.235,10.961,1.41,0.13,169.2,51.6,2.6,1.321,0.127,-0.522,0.149,32,1
288.409136,11.963337,46.089660,0.591376,11.76570,0.00620,11.741,11.233,12.916,2.05,0.88,3.0,65.4,12.3,2.216,0.879,0.234,0.858,16,1
288.410293,11.810993,45.955224,0.519692,11.89150,0.00680,11.960,11.237,13.784,2.48,1.17,36.7,99.1,13.5,0.778,0.946,2.627,1.188,16,1
288.741746,11.653928,45.966872,0.159342,9.96220,0.00099,10.072,9.499,11.520,1.93,0.18,178.7,61.0,2.6,1.940,0.177,-0.089,0.176,32,1
287.993394,11.331505,45.341035,0.659446,9.76240,0.00110,9.827,9.326,11.046,0.98,0.40,91.4,153.8,11.6,-1.055,0.397,-0.051,0.391,16,1
287.993870,11.732355,45.696632,0.844522,10.67030,0.00260,10.640,10.093,12.008,1.30,0.61,35.3,97.7,13.4,0.477,0.593,1.352,0.608,16,1
288.046623,11.813475,45.792453,0.836282,9.36360,0.00060,9.421,8.731,11.221,1.26,0.32,171.9,54.4,7.3,1.248,0.318,-0.360,0.331,16,1
288.410851,11.964291,46.091284,0.590333,12.41690,0.01230,12.353,11.427,13.706,4.65,1.94,0.1,62.5,11.9,5.038,1.935,0.021,1.954,16,1
288.411514,11.267679,45.474481,0.266534,8.27570,0.00030,8.328,7.529,10.060,2.88,0.08,171.8,54.2,0.8,2.767,0.077,-0.810,0.073,16,1
288.365460,11.120740,45.323352,0.238382,12.46620,0.01160,12.390,11.495,14.382,3.14,1.53,4.2,66.5,14.0,3.455,1.536,0.507,1.396,16,1
288.622326,11.500785,45.776897,0.191740,9.92783,0.00095,9.963,8.993,12.242,2.85,0.22,168.6,50.9,2.2,2.633,0.214,-1.108,0.256,32,1
288.414313,11.063579,45.294958,0.169392,8.86370,0.00050,8.933,8.497,10.163,1.11,0.12,152.7,35.1,3.1,0.648,0.114,-0.911,0.122,16,1
288.745942,11.145128,45.518344,-0.080903,10.92080,0.00270,10.931,10.382,12.386,1.03,0.40,7.0,69.3,11.2,1.074,0.401,0.267,0.447,16,1
288.753088,10.923950,45.325798,-0.189968,10.88760,0.00230,10.926,10.420,12.266,1.08,0.36,19.5,81.8,9.4,0.886,0.353,0.716,0.362,16,1
288.365710,11.210029,45.402567,0.279585,10.48680,0.00170,10.507,9.498,12.763,2.99,0.37,168.2,50.5,3.5,2.761,0.385,-1.208,0.282,16,1
288.366262,11.784432,45.911697,0.545553,11.77110,0.00580,11.730,10.870,13.846,2.13,0.75,178.2,60.5,10.0,2.254,0.747,-0.143,0.704,16,1
288.414815,11.100356,45.327765,0.186022,11.70200,0.00620,11.592,10.619,13.721,2.48,0.79,177.4,59.8,9.1,2.596,0.787,-0.234,0.727,16,1
288.415127,11.761027,45.913156,0.492317,11.32260,0.00350,11.312,10.063,13.975,1.61,0.62,10.2,72.5,11.1,1.615,0.592,0.600,0.803,16,1
288.841879,11.186675,45.598905,-0.144894,12.23880,0.00740,12.243,10.997,15.025,3.96,1.66,28.2,90.4,12.0,2.383,1.930,3.576,1.526,16,1
287.953819,11.224490,45.228200,0.644334,8.95040,0.00060,9.075,8.172,10.866,2.14,0.20,41.0,103.5,2.6,0.297,0.195,2.129,0.197,16,1
288.416408,11.922944,46.057177,0.566333,12.46760,0.01010,12.502,11.878,13.959,4.17,1.30,4.6,66.9,8.9,4.311,1.296,0.695,1.408,16,1
288.760714,11.874645,46.170907,0.245544,12.05930,0.00830,11.975,10.937,14.490,2.95,1.44,8.5,70.7,14.0,3.142,1.444,0.956,1.448,16,1
287.957348,11.113242,45.131172,0.589791,10.69640,0.00280,10.619,9.769,12.464,3.26,0.98,18.7,81.2,8.6,2.705,0.983,2.073,0.982,16,1
287.959110,11.361630,45.352187,0.703185,10.70020,0.00190,10.756,10.476,11.586,1.03,0.26,76.8,139.2,7.2,-0.948,0.258,0.473,0.264,16,1
288.041131,11.498786,45.510989,0.695390,10.12689,0.00109,9.926,8.828,11.870,1.71,0.51,31.1,93.5,8.2,0.834,0.557,1.582,0.495,32,1
288.630110,11.720345,45.974860,0.287008,11.94010,0.00790,12.053,11.936,12.501,2.53,1.13,84.3,146.6,12.8,-2.714,1.130,0.547,1.046,16,1
288.631018,11.107396,45.432517,0.001397,9.07710,0.00050,9.091,8.463,10.679,0.89,0.13,12.9,75.2,4.3,0.809,0.136,0.391,0.128,16,1
288.760721,10.953370,45.355328,-0.182921,11.38968,0.00269,11.403,10.189,14.107,4.33,0.50,41.6,103.9,3.3,0.520,0.467,4.323,0.496,32,1
288.633275,11.330311,45.630932,0.103022,12.13590,0.00810,12.168,11.493,13.835,3.00,1.29,74.8,137.1,12.3,-2.821,1.253,1.652,1.402,16,1
288.007237,11.042757,45.091345,0.513771,11.53112,0.00694,11.521,11.064,12.712,7.09,1.46,81.1,143.6,5.8,-6.900,1.438,2.205,1.700,32,1
288.634288,11.318785,45.621187,0.096787,9.85580,0.00110,9.895,9.258,11.524,1.31,0.17,152.6,34.9,3.8,0.759,0.157,-1.079,0.182,16,1
288.763054,11.297337,45.660897,-0.024977,10.18060,0.00170,10.218,9.130,12.485,2.50,0.39,30.9,93.2,4.5,1.197,0.452,2.233,0.373,16,1
288.763083,11.301522,45.664615,-0.023055,10.64180,0.00250,10.697,9.787,12.714,2.20,0.33,31.0,93.3,4.2,1.044,0.312,1.962,0.330,16,1
288.400994,11.765795,45.910960,0.506786,9.71600,0.00130,9.722,8.969,11.125,1.68,0.25,14.6,77.0,4.2,1.483,0.228,0.828,0.296,16,1
288.923952,11.197447,45.645913,-0.211140,12.27550,0.00649,12.207,10.995,14.849,4.21,1.04,45.2,107.5,6.8,-0.034,1.055,4.333,1.036,48,1
288.379109,11.989736,46.099421,0.629644,9.37850,0.00080,9.382,8.981,10.406,0.58,0.17,5.3,67.7,8.3,0.595,0.169,0.112,0.165,16,1
288.402705,11.526119,45.699413,0.394101,11.07320,0.00480,11.060,10.234,13.099,2.35,0.74,13.4,75.8,9.0,2.198,0.720,1.115,0.806,16,1
288.405177,11.145741,45.363579,0.215459,11.50270,0.00440,11.480,10.632,13.566,3.07,0.76,150.5,32.9,7.1,1.628,0.792,-2.709,0.747,16,1
287.972951,11.050506,45.082640,0.547187,9.42964,0.00078,9.534,8.954,11.093,0.87,0.32,12.4,74.9,9.9,0.842,0.321,0.390,0.324,32,1
288.406052,11.198298,45.410535,0.239086,11.56925,0.00366,11.615,10.796,13.561,3.08,0.56,169.1,51.5,5.2,2.909,0.551,-1.162,0.638,32,1
287.979458,11.417796,45.411214,0.711489,10.70980,0.00190,10.700,10.169,12.100,1.22,0.34,50.9,113.4,8.0,-0.261,0.341,1.239,0.339,16,1
288.385051,11.172391,45.378026,0.245316,9.66180,0.00090,9.492,8.324,11.980,3.57,0.24,169.9,52.2,1.9,3.354,0.239,-1.236,0.226,16,1
288.385070,11.854894,45.982663,0.561929,9.56300,0.00080,9.528,9.188,10.656,0.75,0.13,6.8,69.1,4.9,0.737,0.127,0.178,0.122,16,1
288.385082,11.193803,45.397008,0.255223,11.63697,0.00434,11.606,10.598,14.019,3.75,0.62,152.5,34.9,4.7,2.180,0.554,-3.109,0.656,32,1
288.385935,11.254948,45.451563,0.282850,11.21260,0.00320,11.170,10.021,13.795,4.14,0.46,166.4,48.7,3.2,3.702,0.466,-1.907,0.432,16,1
288.409353,11.642663,45.805677,0.442406,10.03360,0.00230,10.050,9.242,11.896,2.34,0.51,15.7,78.0,6.3,2.043,0.500,1.246,0.542,16,1
287.983470,11.191021,45.211987,0.603062,8.89496,0.00045,9.170,8.416,10.781,0.86,0.17,24.2,86.6,5.4,0.583,0.168,0.656,0.165,32,1
288.642028,11.527791,45.809782,0.187194,7.69890,0.00020,7.774,6.881,9.721,1.13,0.13,174.4,56.7,3.3,1.119,0.131,-0.222,0.099,16,1
288.642031,11.631121,45.901279,0.235210,12.21420,0.00960,12.292,11.759,13.750,3.99,1.41,174.0,56.3,10.1,4.137,1.411,-0.879,1.416,16,1
288.643648,11.157413,45.482564,0.013667,9.30650,0.00060,9.362,8.597,11.261,1.29,0.12,0.4,62.7,2.6,1.291,0.118,0.019,0.092,16,1
288.388568,11.299340,45.492087,0.301158,9.07320,0.00060,9.064,8.609,10.336,1.33,0.50,150.5,32.9,10.7,0.734,0.375,-1.217,0.533,16,1
288.411707,10.881641,45.132608,0.087232,9.72820,0.00160,9.790,9.318,10.915,0.81,0.27,27.8,90.1,9.6,0.480,0.282,0.700,0.263,16,1
288.389501,10.884522,45.125041,0.107885,10.16120,0.00260,10.232,9.065,12.770,1.20,0.58,39.5,101.8,13.9,0.256,0.511,1.311,0.585,16,1
288.390405,11.895984,46.021488,0.576365,11.81290,0.00630,11.759,11.385,12.805,2.28,1.02,12.6,75.0,12.8,2.256,1.023,1.064,0.998,16,1
288.392150,11.668548,45.820791,0.469341,10.68500,0.00210,10.712,9.868,12.599,1.89,0.31,10.2,72.5,4.7,1.797,0.300,0.666,0.354,16,1
288.413311,11.483990,45.666915,0.365347,10.72480,0.00230,10.702,9.575,13.199,3.19,0.47,8.3,70.7,4.3,3.089,0.469,0.925,0.539,16,1
288.413319,11.954060,46.083340,0.583447,9.71570,0.00110,9.756,9.311,10.963,1.09,0.26,176.3,58.6,6.8,1.116,0.260,-0.145,0.243,16,1
288.416172,11.247895,45.459075,0.253307,11.96570,0.00590,11.890,11.158,13.767,3.71,1.07,164.6,46.9,8.2,3.312,1.051,-1.978,1.106,16,1
288.340190,10.923406,45.137025,0.168819,10.45870,0.00160,10.369,8.946,13.516,2.42,0.24,10.5,72.8,2.9,2.273,0.241,0.868,0.271,16,1
288.341046,10.957078,45.167246,0.183693,11.17850,0.00280,11.103,10.064,13.457,3.94,0.45,143.6,26.0,3.2,1.175,0.501,-3.788,0.441,16,1
288.023866,11.492156,45.497280,0.707318,10.90929,0.00306,11.074,10.576,12.571,1.17,0.53,1.6,64.0,11.7,1.285,0.527,0.071,0.517,32,1
288.600487,11.774432,46.009281,0.337820,9.34440,0.00060,9.429,8.627,11.266,1.49,0.17,24.4,86.8,3.3,0.988,0.169,1.131,0.170,16,1
287.994717,11.322655,45.333789,0.654201,9.78660,0.00140,9.841,9.399,11.033,1.32,0.45,97.7,160.2,9.8,-1.347,0.452,-0.373,0.461,16,1
288.029763,11.465360,45.476200,0.689793,12.49310,0.01220,12.414,12.046,13.584,3.18,1.48,135.6,18.1,13.3,0.078,1.430,-3.505,1.477,16,1
288.605938,11.946967,46.164549,0.413250,10.53866,0.00177,10.598,9.911,12.387,2.05,0.51,151.8,34.1,6.9,1.168,0.523,-1.761,0.503,32,1
288.397466,11.762721,45.906634,0.508420,10.16780,0.00140,10.126,9.191,12.328,1.69,0.18,13.9,76.3,3.1,1.501,0.180,0.791,0.194,16,1
288.834019,11.030758,45.457305,-0.210616,11.45890,0.00380,11.405,10.214,14.060,2.88,0.57,32.5,94.7,5.6,1.245,0.599,2.663,0.561,16,1
288.834935,11.259584,45.660271,-0.104940,8.75550,0.00060,8.837,8.501,9.420,0.74,0.12,24.1,86.4,4.7,0.503,0.115,0.563,0.129,16,1
288.346064,11.495369,45.646423,0.429004,11.57063,0.00434,11.614,10.796,13.509,2.51,0.92,174.4,56.8,9.9,2.628,0.921,-0.520,0.979,32,1
288.606840,11.399737,45.680366,0.158230,10.71650,0.00200,10.723,9.534,13.314,2.19,0.28,174.6,56.9,3.7,2.167,0.284,-0.413,0.318,16,1
288.607699,11.227422,45.528170,0.077425,12.11408,0.00551,12.194,11.509,13.941,3.05,1.13,17.2,79.6,9.9,2.682,1.175,1.841,1.025,32,1
288.430768,11.800150,45.954918,0.496907,12.13599,0.00643,12.172,11.545,13.586,2.16,1.00,176.4,58.8,12.0,2.359,0.999,-0.295,1.015,32,1
288.353709,11.496354,45.650771,0.422824,11.01740,0.00253,11.068,10.488,12.514,1.72,0.48,1.6,64.0,7.7,1.778,0.477,0.101,0.409,32,1
288.354482,11.273526,45.453711,0.318796,11.95870,0.00730,11.926,11.067,13.989,3.88,1.02,158.0,40.4,7.6,2.890,1.117,-2.786,0.914,16,1
288.922892,11.185879,45.635191,-0.215605,11.92649,0.00386,12.022,11.221,13.817,2.18,0.73,28.1,90.4,9.2,1.278,0.717,1.910,0.742,48,1
288.610281,11.602048,45.861084,0.249239,10.80346,0.00214,10.848,10.163,12.555,1.36,0.30,167.7,50.0,6.2,1.267,0.301,-0.583,0.309,32,1
288.400005,11.658877,45.815793,0.458039,11.78600,0.00600,11.784,11.107,13.561,1.99,0.83,7.7,70.0,11.9,2.074,0.831,0.569,0.760,16,1
288.425574,11.459625,45.650908,0.343395,11.44590,0.00440,11.467,11.024,12.760,2.59,0.79,172.0,54.4,8.8,2.604,0.797,-0.746,0.730,16,1
288.842921,11.271313,45.674297,-0.106415,7.91520,0.00030,7.844,6.893,9.875,1.93,0.16,27.7,89.9,2.3,1.099,0.159,1.590,0.157,16,1
288.425829,11.229714,45.447366,0.236480,11.91200,0.00580,11.970,11.521,13.068,2.43,1.01,163.9,46.3,11.9,2.227,1.036,-1.398,0.950,16,1
288.422136,11.804161,45.954551,0.506253,11.92672,0.00512,11.945,11.175,13.883,2.50,0.90,18.9,81.3,9.7,2.102,0.865,1.632,0.953,32,1
287.952035,11.415259,45.396526,0.734145,10.34480,0.00140,10.306,9.685,11.917,0.80,0.33,60.4,122.8,11.8,-0.442,0.324,0.743,0.332,16,1
287.953876,11.639520,45.596200,0.836293,11.47685,0.00391,11.443,10.670,13.191,2.21,1.05,4.9,67.4,12.3,2.408,1.055,0.420,1.003,32,1
288.364307,11.103877,45.307888,0.231561,11.89930,0.00610,11.890,11.700,12.430,2.68,1.17,133.2,15.6,12.5,-0.180,1.101,-2.915,1.168,16,1
288.047879,11.485728,45.502475,0.683484,8.61120,0.00040,8.689,7.829,10.201,0.49,0.13,29.3,91.7,7.5,0.266,0.124,0.436,0.132,16,1
288.048157,11.357167,45.388637,0.623729,10.36840,0.00180,10.453,9.975,11.780,1.26,0.27,57.6,120.1,6.1,-0.551,0.306,1.167,0.259,16,1
288.053706,11.226246,45.275104,0.558295,9.78030,0.00100,9.801,9.108,11.268,0.76,0.25,52.1,114.5,9.4,-0.195,0.188,0.772,0.251,16,1
288.614924,11.642066,45.898634,0.263805,11.88221,0.00404,11.919,11.386,13.258,3.30,0.95,173.8,56.1,7.9,3.350,0.947,-0.734,0.935,32,1
288.407328,11.956455,46.082742,0.589750,10.14770,0.00160,10.089,8.909,12.482,1.50,0.20,30.7,93.1,3.9,0.724,0.208,1.328,0.204,16,1
288.377583,11.951589,46.064931,0.613273,9.96100,0.00140,9.985,9.282,11.655,1.37,0.19,11.1,73.5,3.9,1.282,0.188,0.525,0.189,16,1
288.378458,11.362382,45.543335,0.339188,11.23090,0.00380,11.256,10.273,13.571,3.31,0.76,166.2,48.5,6.6,3.003,0.759,-1.575,0.761,16,1
288.457275,11.323502,45.544755,0.252692,9.89034,0.00074,9.937,9.413,11.272,1.04,0.32,138.5,20.9,8.3,0.132,0.353,-1.077,0.315,32,1
288.458130,11.860019,46.020381,0.500968,10.65880,0.00200,10.719,10.274,11.952,1.28,0.43,171.7,54.0,9.7,1.297,0.436,-0.389,0.421,16,1
288.459002,11.786570,45.955715,0.466123,11.16348,0.00263,11.275,10.631,12.765,2.78,0.52,0.0,62.4,5.3,2.828,0.524,0.002,0.515,32,1
287.958367,11.051819,45.077180,0.560484,11.31072,0.00360,11.182,10.231,12.320,3.17,1.42,11.0,73.4,11.7,3.221,1.450,1.300,1.245,32,1
288.365499,11.227249,45.417726,0.287756,12.12880,0.00840,12.110,10.968,14.707,3.72,0.99,169.6,52.0,7.6,3.600,0.988,-1.366,0.996,16,1
288.407881,11.457749,45.641200,0.357885,9.54350,0.00080,9.574,8.818,11.032,3.23,0.23,1.3,63.6,2.1,3.238,0.232,0.143,0.204,16,1
288.408685,11.322331,45.521606,0.294352,11.09850,0.00280,11.089,10.674,12.230,2.37,0.43,160.4,42.7,5.2,1.863,0.426,-1.522,0.428,16,1
288.380188,11.474861,45.643767,0.389866,9.73930,0.00110,9.696,8.796,11.720,3.22,0.22,6.9,69.3,1.9,3.137,0.216,0.771,0.272,16,1
288.381078,11.721461,45.862637,0.503492,11.44580,0.00440,11.420,10.870,12.856,1.44,0.66,5.3,67.7,13.2,1.553,0.658,0.292,0.725,16,1
288.381919,11.965052,46.078827,0.615759,11.41520,0.00480,11.415,10.893,12.851,1.67,0.82,166.9,49.2,14.1,1.670,0.809,-0.824,0.863,16,1
288.366072,11.265877,45.452207,0.305178,11.83000,0.00600,11.822,11.233,13.298,3.25,0.73,150.7,33.1,6.4,1.740,0.703,-2.841,0.735,16,1
288.051829,11.708393,45.701655,0.783125,11.85230,0.00690,11.800,11.175,13.516,1.96,0.85,178.5,60.9,12.4,2.135,0.850,-0.111,0.893,16,1
288.621469,11.193164,45.504110,0.049547,8.96710,0.00040,9.058,8.070,11.086,0.94,0.15,4.9,67.2,4.7,0.942,0.154,0.162,0.167,16,1
288.622394,11.500692,45.776846,0.191638,9.91978,0.00077,9.963,8.993,12.242,2.57,0.17,169.9,52.2,1.9,2.418,0.166,-0.890,0.201,48,1
288.366606,11.637053,45.781283,0.476893,11.30260,0.00430,11.281,10.679,12.870,2.40,0.67,167.1,49.4,8.0,2.240,0.670,-1.086,0.664,16,1
288.412276,11.590653,45.760932,0.415737,9.06030,0.00060,9.030,8.257,10.799,1.80,0.16,3.6,66.0,2.5,1.790,0.158,0.229,0.159,16,1
288.386197,11.458066,45.631620,0.376858,10.91720,0.00310,10.789,9.824,12.441,3.98,0.75,6.6,69.0,5.4,3.947,0.758,0.929,0.659,16,1
288.387943,11.717416,45.862172,0.495661,10.54830,0.00190,10.530,10.087,11.758,1.00,0.33,160.8,43.2,9.4,0.827,0.286,-0.654,0.386,16,1
288.462524,11.471712,45.678422,0.316928,12.07690,0.00760,12.131,10.988,14.433,4.03,1.07,172.5,54.9,7.6,4.029,1.058,-1.077,1.165,16,1
288.462835,11.874987,46.035777,0.503837,11.16400,0.00370,11.225,10.722,12.494,1.31,0.54,1.8,64.1,11.7,1.418,0.538,0.088,0.583,16,1
288.367926,11.301793,45.484869,0.320228,10.84130,0.00230,10.803,9.725,13.177,3.26,0.39,165.3,47.6,3.5,2.857,0.412,-1.612,0.330,16,1
288.368167,11.674130,45.814840,0.492737,9.56670,0.00090,9.774,8.693,11.174,1.80,0.23,180.0,62.3,3.6,1.815,0.227,-0.003,0.305,16,1
288.368186,11.214869,45.407981,0.279679,10.96980,0.00250,10.972,10.040,13.169,3.76,0.54,167.8,50.1,4.1,3.459,0.563,-1.577,0.435,16,1
288.389730,11.753182,45.894670,0.510703,9.13270,0.00060,9.112,8.380,10.895,1.38,0.15,5.1,67.5,3.2,1.361,0.150,0.245,0.209,16,1
288.390623,10.918035,45.155240,0.122459,10.11520,0.00150,10.066,9.349,11.942,0.91,0.24,170.7,53.0,7.5,0.887,0.241,-0.300,0.195,16,1
288.631024,11.662467,45.924025,0.259322,10.29070,0.00200,10.340,9.463,12.324,1.06,0.30,10.0,72.3,8.1,1.031,0.288,0.375,0.362,16,1
288.631912,11.054625,45.386197,-0.023902,11.94350,0.00830,11.935,11.237,13.626,2.92,0.91,15.3,77.6,8.9,2.633,0.897,1.559,0.933,16,1
288.415194,11.700489,45.859557,0.464170,11.10960,0.00310,11.072,10.122,13.333,3.55,0.48,13.9,76.2,3.9,3.172,0.493,1.667,0.445,16,1
288.395116,11.401398,45.585475,0.342822,11.33820,0.00410,11.297,10.797,12.654,2.92,0.61,158.1,40.5,6.0,2.157,0.662,-2.066,0.558,16,1
288.369058,11.661749,45.804276,0.486221,10.57280,0.00210,10.675,10.319,11.543,1.21,0.30,1.7,64.0,7.1,1.240,0.300,0.072,0.384,16,1
288.369351,11.181849,45.379259,0.263348,10.73750,0.00250,10.732,9.890,12.677,2.22,0.35,166.1,48.4,4.5,1.986,0.338,-1.051,0.380,16,1
288.369624,11.511917,45.671793,0.416227,9.84210,0.00140,9.931,9.446,11.130,1.35,0.21,24.6,87.0,4.4,0.893,0.228,1.036,0.194,16,1
288.633061,11.574154,45.846752,0.216518,8.57400,0.00040,8.612,7.403,11.058,0.46,0.12,146.7,29.0,7.4,0.187,0.146,-0.432,0.111,16,1
288.468124,11.841974,46.008936,0.483930,9.43815,0.00055,9.556,8.915,10.992,1.92,0.16,7.7,70.1,2.4,1.854,0.160,0.513,0.169,32,1
288.634759,11.918584,46.152516,0.375093,9.95080,0.00110,10.026,9.047,12.292,0.94,0.22,1.2,63.5,6.7,0.959,0.219,0.039,0.230,16,1
288.426305,11.743484,45.902693,0.474483,12.49630,0.01020,12.498,11.913,14.110,3.12,1.53,27.2,89.6,14.1,2.022,1.548,2.830,1.524,16,1
288.426446,11.836868,45.985482,0.517693,10.78550,0.00210,10.765,9.717,13.157,2.19,0.33,19.6,81.9,4.3,1.714,0.347,1.396,0.305,16,1
288.426928,11.684826,45.851014,0.446723,10.83890,0.00260,10.892,10.538,11.875,1.37,0.51,169.2,51.5,10.6,1.359,0.523,-0.540,0.392,16,1
288.469202,10.800996,45.087383,-0.000216,11.23310,0.00400,11.225,10.477,13.077,2.74,0.88,29.5,91.8,9.2,1.486,1.010,2.468,0.835,16,1
288.469378,11.570066,45.768657,0.356632,12.47297,0.00999,12.489,11.773,14.004,3.86,1.57,33.7,96.1,10.8,1.604,1.493,3.847,1.580,32,1
288.401881,11.453844,45.635012,0.361282,11.35370,0.00370,11.369,10.913,12.626,2.54,0.85,156.6,39.0,9.6,1.836,0.930,-1.954,0.774,16,1
288.470228,11.937141,46.094190,0.526277,10.54778,0.00125,10.657,10.564,10.918,0.54,0.24,75.6,138.0,11.7,-0.522,0.248,0.286,0.228,48,1
288.010387,11.466788,45.468677,0.707287,10.15665,0.00105,10.163,9.491,11.948,0.79,0.23,42.3,104.8,8.1,0.078,0.220,0.821,0.233,32,1
288.012779,11.370337,45.384257,0.660570,10.33835,0.00105,10.352,9.755,11.924,0.85,0.42,84.0,146.5,12.6,-0.927,0.417,0.196,0.386,32,1
288.405242,11.643183,45.804269,0.446214,7.87790,0.00030,7.934,6.986,9.900,2.18,0.21,10.6,72.9,2.8,2.046,0.209,0.792,0.246,16,1
288.406136,10.884337,45.132457,0.093329,9.60680,0.00180,9.692,9.303,10.653,0.79,0.23,30.8,93.2,8.2,0.388,0.220,0.719,0.228,16,1
288.471058,11.397656,45.616709,0.275144,11.97076,0.00503,12.062,11.559,13.304,2.60,1.20,114.6,177.0,12.0,-1.874,1.208,-2.168,1.188,32,1
288.471072,11.605208,45.800555,0.371475,9.76830,0.00110,9.804,9.064,11.499,2.14,0.26,172.4,54.7,3.5,2.084,0.259,-0.566,0.286,16,1
288.001628,11.395962,45.401914,0.682120,10.98507,0.00218,11.002,10.714,11.986,0.88,0.37,77.5,140.0,11.1,-0.867,0.375,0.403,0.343,32,1
287.999031,11.184115,45.212929,0.586334,9.76938,0.00094,9.826,9.497,10.767,0.61,0.27,78.5,141.0,11.7,-0.619,0.273,0.262,0.279,32,1
288.015172,11.472292,45.475727,0.705677,8.96500,0.00038,8.933,7.973,10.948,1.09,0.17,41.7,104.2,4.4,0.126,0.126,1.100,0.169,32,1
288.641284,11.710672,45.971379,0.272825,10.44170,0.00210,10.498,10.062,11.720,1.21,0.58,163.7,46.0,13.8,1.130,0.612,-0.725,0.506,16,1
288.379995,11.401091,45.578326,0.355811,11.02380,0.00290,10.989,10.568,12.313,2.04,0.43,151.3,33.7,6.0,1.120,0.442,-1.752,0.422,16,1
288.381742,11.234377,45.431432,0.276949,11.80620,0.00550,11.789,10.831,14.140,4.63,0.77,179.3,61.7,4.7,4.689,0.767,-0.108,0.783,16,1
288.479917,11.085111,45.343913,0.122359,12.40820,0.01180,12.382,11.664,14.114,3.93,1.68,133.4,15.7,12.3,-0.241,1.719,-4.267,1.683,16,1
288.642522,11.950106,46.183958,0.383014,10.80842,0.00175,10.900,10.354,12.287,1.11,0.48,162.5,44.8,11.3,0.991,0.473,-0.694,0.480,32,1
288.382597,11.161982,45.367688,0.242619,11.35230,0.00350,11.350,10.597,13.135,2.47,0.50,166.7,49.0,5.8,2.250,0.501,-1.128,0.474,16,1
288.383469,11.809421,45.941650,0.542222,11.48900,0.00430,11.491,10.856,13.110,1.47,0.60,23.1,85.4,11.7,1.097,0.572,1.142,0.624,16,1
288.480576,11.020468,45.286958,0.091776,12.13610,0.00640,12.110,11.053,14.489,1.84,0.85,6.9,69.3,13.3,1.970,0.853,0.487,0.871,16,1
288.643716,10.847324,45.208025,-0.130497,9.26950,0.00060,9.336,8.206,11.644,2.32,0.19,25.8,88.1,2.4,1.446,0.188,1.819,0.192,16,1
287.989688,11.044613,45.085018,0.529898,11.25513,0.00303,11.400,10.734,13.094,2.81,1.21,10.8,73.2,11.3,2.847,1.153,1.126,1.539,32,1
288.416757,10.975077,45.217675,0.126198,11.65960,0.00500,11.632,9.320,15.703,6.83,1.16,173.5,55.8,4.9,6.746,1.155,-1.569,1.266,16,1
288.417770,11.584921,45.758351,0.408310,10.88350,0.00320,10.895,10.174,12.629,1.89,0.46,177.7,60.1,7.0,1.940,0.463,-0.156,0.438,16,1
288.435749,11.355635,45.563422,0.286301,10.95410,0.00270,10.970,9.697,13.943,5.11,0.51,174.6,56.9,2.9,5.041,0.507,-0.965,0.620,16,1
288.435818,11.478081,45.671916,0.343067,9.14410,0.00050,9.213,8.801,10.400,0.73,0.14,13.4,75.8,5.4,0.665,0.127,0.337,0.177,16,1
288.025605,11.772381,45.746498,0.835501,10.08120,0.00140,10.128,9.822,11.029,0.51,0.21,137.0,19.4,11.6,0.038,0.261,-0.548,0.205,16,1
288.026393,11.647136,45.635819,0.776853,12.07816,0.00641,12.140,11.715,13.320,4.89,1.64,79.0,141.5,9.1,-4.787,1.633,1.928,1.678,32,1
288.426367,11.249364,45.465017,0.245132,11.34070,0.00380,11.338,10.647,13.103,2.40,0.46,177.8,60.2,5.5,2.438,0.461,-0.185,0.454,16,1
288.438232,11.912893,46.058182,0.542754,9.25380,0.00070,9.316,8.518,11.170,1.10,0.24,17.4,79.8,6.3,0.921,0.211,0.640,0.291,16,1
288.439893,11.817030,45.974016,0.496828,11.63290,0.00510,11.630,10.460,14.265,4.98,0.95,171.5,53.9,5.4,4.847,0.963,-1.480,0.749,16,1
287.953887,11.362453,45.350548,0.708105,9.70990,0.00090,9.716,9.049,11.325,0.95,0.39,62.4,124.9,11.7,-0.587,0.378,0.842,0.392,16,1
288.897488,11.175787,45.614657,-0.198247,11.35750,0.00330,11.428,10.418,13.690,2.72,0.68,12.9,75.2,7.2,2.521,0.704,1.220,0.558,16,1
288.601469,11.808291,46.039711,0.352698,10.85660,0.00340,10.834,10.163,12.442,3.71,0.86,12.4,74.7,6.7,3.462,0.856,1.594,0.906,16,1
288.602351,11.462863,45.734222,0.191455,11.97750,0.00670,11.942,10.699,14.692,3.59,0.86,162.0,44.3,6.9,2.987,0.842,-2.171,0.892,16,1
288.602359,11.696233,45.940883,0.299868,9.93650,0.00080,10.016,9.370,11.190,1.44,0.35,166.8,49.1,6.9,1.321,0.348,-0.658,0.339,16,1
288.394958,11.596134,45.757916,0.433309,11.97320,0.01070,11.906,11.555,12.948,2.38,1.14,32.0,94.4,13.7,1.158,1.168,2.378,1.136,16,1
288.395839,11.942949,46.065562,0.593442,10.03178,0.00095,10.039,9.139,12.023,2.69,0.16,19.1,81.4,1.7,2.120,0.153,1.664,0.163,32,1
